name,year,expenses,degree,enrollment,level,control
University of Phoenix-Louisiana Campus,2007,632,18,2112,Four or more years,Private for-profit
University of Phoenix-Louisiana Campus,2008,955,20,2006,Four or more years,Private for-profit
University of Phoenix-Louisiana Campus,2009,663,17,2249,Four or more years,Private for-profit
University of Phoenix-Louisiana Campus,2010,1411,14,2269,Four or more years,Private for-profit
University of Phoenix-Louisiana Campus,2011,1471,252,732,Four or more years,Private for-profit
University of Phoenix-Louisiana Campus,2013,2203,57,525,Four or more years,Private for-profit
University of Phoenix-Louisville Campus,2006,1486,,316,Four or more years,Private for-profit
University of Phoenix-Louisville Campus,2007,972,,150,Four or more years,Private for-profit
University of Phoenix-Louisville Campus,2008,1308,,122,Four or more years,Private for-profit
University of Phoenix-Louisville Campus,2009,1352,7,187,Four or more years,Private for-profit
University of Phoenix-Louisville Campus,2010,1978,11,230,Four or more years,Private for-profit
University of Phoenix-Louisville Campus,2011,2256,20,254,Four or more years,Private for-profit
University of Phoenix-Louisville Campus,2013,2581,8,216,Four or more years,Private for-profit
University of Phoenix-Madison Campus,2006,1163,,90,Four or more years,Private for-profit
University of Phoenix-Madison Campus,2007,1155,,76,Four or more years,Private for-profit
University of Phoenix-Madison Campus,2008,1815,,82,Four or more years,Private for-profit
University of Phoenix-Madison Campus,2009,2117,,168,Four or more years,Private for-profit
University of Phoenix-Madison Campus,2010,2547,,201,Four or more years,Private for-profit
University of Phoenix-Madison Campus,2011,2631,7,192,Four or more years,Private for-profit
University of Phoenix-Madison Campus,2013,2676,2,54,Four or more years,Private for-profit
University of Phoenix-Maryland Campus,2006,997,13,1821,Four or more years,Private for-profit
University of Phoenix-Maryland Campus,2007,838,6,1284,Four or more years,Private for-profit
University of Phoenix-Maryland Campus,2008,1648,6,812,Four or more years,Private for-profit
University of Phoenix-Maryland Campus,2009,1521,9,794,Four or more years,Private for-profit
University of Phoenix-Maryland Campus,2010,1984,10,656,Four or more years,Private for-profit
University of Phoenix-Maryland Campus,2011,2275,133,801,Four or more years,Private for-profit
University of Phoenix-Maryland Campus,2013,2471,67,560,Four or more years,Private for-profit
University of Phoenix-McAllen Campus,2006,0,,,Four or more years,Private for-profit
University of Phoenix-McAllen Campus,2007,0,,,Four or more years,Private for-profit
University of Phoenix-McAllen Campus,2008,0,,,Four or more years,Private for-profit
University of Phoenix-McAllen Campus,2009,0,,,Four or more years,Private for-profit
University of Phoenix-McAllen Campus,2010,0,,,Four or more years,Private for-profit
University of Phoenix-McAllen Campus,2011,0,,,,
University of Phoenix-McAllen Campus,2013,2931,0,139,Four or more years,Private for-profit
University of Phoenix-Memphis Campus,2006,1042,,749,Four or more years,Private for-profit
University of Phoenix-Memphis Campus,2007,787,,715,Four or more years,Private for-profit
University of Phoenix-Memphis Campus,2008,1059,,974,Four or more years,Private for-profit
University of Phoenix-Memphis Campus,2009,894,11,1258,Four or more years,Private for-profit
University of Phoenix-Memphis Campus,2010,1362,15,1333,Four or more years,Private for-profit
University of Phoenix-Memphis Campus,2011,1671,94,1359,Four or more years,Private for-profit
University of Phoenix-Memphis Campus,2013,2133,112,1249,Four or more years,Private for-profit
University of Phoenix-Milwaukee Campus,2006,1049,,1131,Four or more years,Private for-profit
University of Phoenix-Milwaukee Campus,2007,890,9,674,Four or more years,Private for-profit
University of Phoenix-Milwaukee Campus,2008,1440,8,476,Four or more years,Private for-profit
University of Phoenix-Milwaukee Campus,2009,1809,7,653,Four or more years,Private for-profit
University of Phoenix-Milwaukee Campus,2010,2328,10,583,Four or more years,Private for-profit
University of Phoenix-Milwaukee Campus,2011,2704,73,467,Four or more years,Private for-profit
University of Phoenix-Milwaukee Campus,2013,2588,22,268,Four or more years,Private for-profit
University of Phoenix-Minneapolis St Paul Campus,2006,1292,,575,Four or more years,Private for-profit
University of Phoenix-Minneapolis St Paul Campus,2007,912,,442,Four or more years,Private for-profit
University of Phoenix-Minneapolis St Paul Campus,2008,1750,,306,Four or more years,Private for-profit
University of Phoenix-Minneapolis St Paul Campus,2009,1571,0,341,Four or more years,Private for-profit
University of Phoenix-Minneapolis St Paul Campus,2010,2045,8,301,Four or more years,Private for-profit
University of Phoenix-Minneapolis St Paul Campus,2011,2681,42,274,Four or more years,Private for-profit
University of Phoenix-Minneapolis St Paul Campus,2013,3334,12,180,Four or more years,Private for-profit
University of Phoenix-Nashville Campus,2006,858,,1286,Four or more years,Private for-profit
University of Phoenix-Nashville Campus,2007,694,9,1133,Four or more years,Private for-profit
University of Phoenix-Nashville Campus,2008,1141,13,975,Four or more years,Private for-profit
University of Phoenix-Nashville Campus,2009,1068,11,1239,Four or more years,Private for-profit
University of Phoenix-Nashville Campus,2010,1490,15,1506,Four or more years,Private for-profit
University of Phoenix-Nashville Campus,2011,1941,118,1826,Four or more years,Private for-profit
University of Phoenix-Nashville Campus,2013,2336,112,1436,Four or more years,Private for-profit
University of Phoenix-North Florida Campus,2006,878,13,2210,Four or more years,Private for-profit
University of Phoenix-North Florida Campus,2007,723,10,1704,Four or more years,Private for-profit
University of Phoenix-North Florida Campus,2008,1080,12,1356,Four or more years,Private for-profit
University of Phoenix-North Florida Campus,2009,1071,17,1297,Four or more years,Private for-profit
University of Phoenix-North Florida Campus,2010,1560,12,1353,Four or more years,Private for-profit
University of Phoenix-North Florida Campus,2011,1692,265,1365,Four or more years,Private for-profit
University of Phoenix-North Florida Campus,2013,2349,179,1238,Four or more years,Private for-profit
University of Phoenix-Northern Nevada Campus,2006,1372,100,728,Four or more years,Private for-profit
University of Phoenix-Northern Nevada Campus,2007,909,50,637,Four or more years,Private for-profit
University of Phoenix-Northern Nevada Campus,2008,1367,,640,Four or more years,Private for-profit
University of Phoenix-Northern Nevada Campus,2009,1343,,675,Four or more years,Private for-profit
University of Phoenix-Northern Nevada Campus,2010,1906,,521,Four or more years,Private for-profit
University of Phoenix-Northern Nevada Campus,2011,2327,70,454,Four or more years,Private for-profit
University of Phoenix-Northern Nevada Campus,2013,2712,46,158,Four or more years,Private for-profit
University of Phoenix-Northern Virginia Campus,2006,927,,935,Four or more years,Private for-profit
University of Phoenix-Northern Virginia Campus,2007,761,0,534,Four or more years,Private for-profit
University of Phoenix-Northern Virginia Campus,2008,1489,12,441,Four or more years,Private for-profit
University of Phoenix-Northern Virginia Campus,2009,1353,5,526,Four or more years,Private for-profit
University of Phoenix-Northern Virginia Campus,2010,1768,10,692,Four or more years,Private for-profit
University of Phoenix-Northern Virginia Campus,2011,1929,64,889,Four or more years,Private for-profit
University of Phoenix-Northern Virginia Campus,2013,2142,92,865,Four or more years,Private for-profit
University of Phoenix-Northwest Arkansas Campus,2006,1366,,205,Four or more years,Private for-profit
University of Phoenix-Northwest Arkansas Campus,2007,684,,337,Four or more years,Private for-profit
University of Phoenix-Northwest Arkansas Campus,2008,1087,,447,Four or more years,Private for-profit
University of Phoenix-Northwest Arkansas Campus,2009,1059,,623,Four or more years,Private for-profit
University of Phoenix-Northwest Arkansas Campus,2010,1511,,694,Four or more years,Private for-profit
University of Phoenix-Northwest Arkansas Campus,2011,1573,74,704,Four or more years,Private for-profit
University of Phoenix-Northwest Arkansas Campus,2013,2159,48,424,Four or more years,Private for-profit
University of Phoenix-Oklahoma City Campus,2006,1040,11,1046,Four or more years,Private for-profit
University of Phoenix-Oklahoma City Campus,2007,714,18,887,Four or more years,Private for-profit
University of Phoenix-Oklahoma City Campus,2008,1158,22,846,Four or more years,Private for-profit
University of Phoenix-Oklahoma City Campus,2009,1010,21,980,Four or more years,Private for-profit
University of Phoenix-Oklahoma City Campus,2010,1563,11,859,Four or more years,Private for-profit
University of Phoenix-Oklahoma City Campus,2011,1761,135,701,Four or more years,Private for-profit
University of Phoenix-Oklahoma City Campus,2013,2265,62,434,Four or more years,Private for-profit
University of Phoenix-Omaha Campus,2006,1429,,115,Four or more years,Private for-profit
University of Phoenix-Omaha Campus,2007,717,,127,Four or more years,Private for-profit
University of Phoenix-Omaha Campus,2008,1483,,60,Four or more years,Private for-profit
University of Phoenix-Omaha Campus,2009,2061,,36,Four or more years,Private for-profit
University of Phoenix-Omaha Campus,2010,2948,,76,Four or more years,Private for-profit
University of Phoenix-Omaha Campus,2011,3510,8,79,Four or more years,Private for-profit
University of Phoenix-Omaha Campus,2013,3182,3,34,Four or more years,Private for-profit
University of Phoenix-Online Campus,2006,1210,5,165373,Four or more years,Private for-profit
University of Phoenix-Online Campus,2007,569,4,224880,Four or more years,Private for-profit
University of Phoenix-Online Campus,2008,884,5,301323,Four or more years,Private for-profit
University of Phoenix-Online Campus,2009,813,4,380232,Four or more years,Private for-profit
University of Phoenix-Online Campus,2010,1252,5,307965,Four or more years,Private for-profit
University of Phoenix-Online Campus,2011,1373,21638,307871,Four or more years,Private for-profit
University of Phoenix-Online Campus,2013,1937,31776,212044,Four or more years,Private for-profit
University of Phoenix-Oregon Campus,2006,1282,12,1831,Four or more years,Private for-profit
University of Phoenix-Oregon Campus,2007,815,11,1553,Four or more years,Private for-profit
University of Phoenix-Oregon Campus,2008,1313,14,1329,Four or more years,Private for-profit
University of Phoenix-Oregon Campus,2009,1321,21,1277,Four or more years,Private for-profit
University of Phoenix-Oregon Campus,2010,1846,18,1186,Four or more years,Private for-profit
University of Phoenix-Oregon Campus,2011,2037,213,1145,Four or more years,Private for-profit
University of Phoenix-Oregon Campus,2013,2271,87,694,Four or more years,Private for-profit
University of Phoenix-Philadelphia Campus,2006,1151,7,1608,Four or more years,Private for-profit
University of Phoenix-Philadelphia Campus,2007,774,5,1394,Four or more years,Private for-profit
University of Phoenix-Philadelphia Campus,2008,1464,9,911,Four or more years,Private for-profit
University of Phoenix-Philadelphia Campus,2009,1375,9,930,Four or more years,Private for-profit
University of Phoenix-Philadelphia Campus,2010,1924,5,910,Four or more years,Private for-profit
University of Phoenix-Philadelphia Campus,2011,2120,164,851,Four or more years,Private for-profit
University of Phoenix-Philadelphia Campus,2013,2711,63,739,Four or more years,Private for-profit
University of Phoenix-Phoenix Campus,2006,1253,10,7612,Four or more years,Private for-profit
University of Phoenix-Phoenix Campus,2007,642,9,5457,Four or more years,Private for-profit
University of Phoenix-Phoenix Campus,2008,1092,15,5868,Four or more years,Private for-profit
University of Phoenix-Phoenix Campus,2009,1247,12,5956,Four or more years,Private for-profit
University of Phoenix-Phoenix Campus,2010,1441,15,6010,Four or more years,Private for-profit
University of Phoenix-Phoenix Campus,2011,1521,849,6262,Four or more years,Private for-profit
University of Phoenix-Phoenix Campus,2013,1898,720,4480,Four or more years,Private for-profit
University of Phoenix-Pittsburgh Campus,2006,1862,,408,Four or more years,Private for-profit
University of Phoenix-Pittsburgh Campus,2007,1033,9,277,Four or more years,Private for-profit
University of Phoenix-Pittsburgh Campus,2008,2565,12,81,Four or more years,Private for-profit
University of Phoenix-Pittsburgh Campus,2009,2581,5,123,Four or more years,Private for-profit
University of Phoenix-Pittsburgh Campus,2010,3194,12,151,Four or more years,Private for-profit
University of Phoenix-Pittsburgh Campus,2011,3661,12,145,Four or more years,Private for-profit
University of Phoenix-Pittsburgh Campus,2013,3877,1,43,Four or more years,Private for-profit
University of Phoenix-Puerto Rico Campus,2006,917,59,2883,Four or more years,Private for-profit
University of Phoenix-Puerto Rico Campus,2007,711,33,2917,Four or more years,Private for-profit
University of Phoenix-Puerto Rico Campus,2008,1088,17,2907,Four or more years,Private for-profit
University of Phoenix-Puerto Rico Campus,2009,1020,11,2965,Four or more years,Private for-profit
University of Phoenix-Puerto Rico Campus,2010,1409,15,2381,Four or more years,Private for-profit
University of Phoenix-Puerto Rico Campus,2011,1508,181,1878,Four or more years,Private for-profit
University of Phoenix-Puerto Rico Campus,2013,1943,249,928,Four or more years,Private for-profit
University of Phoenix-Raleigh Campus,2006,928,,524,Four or more years,Private for-profit
University of Phoenix-Raleigh Campus,2007,692,,596,Four or more years,Private for-profit
University of Phoenix-Raleigh Campus,2008,1383,,523,Four or more years,Private for-profit
University of Phoenix-Raleigh Campus,2009,1377,,577,Four or more years,Private for-profit
University of Phoenix-Raleigh Campus,2010,1755,17,608,Four or more years,Private for-profit
University of Phoenix-Raleigh Campus,2011,1921,54,524,Four or more years,Private for-profit
University of Phoenix-Raleigh Campus,2013,2444,54,166,Four or more years,Private for-profit
University of Phoenix-Richmond-Virginia Beach Campus,2006,1240,,348,Four or more years,Private for-profit
University of Phoenix-Richmond-Virginia Beach Campus,2007,728,,321,Four or more years,Private for-profit
University of Phoenix-Richmond-Virginia Beach Campus,2008,1955,,117,Four or more years,Private for-profit
University of Phoenix-Richmond-Virginia Beach Campus,2009,1787,,311,Four or more years,Private for-profit
University of Phoenix-Richmond-Virginia Beach Campus,2010,1654,6,480,Four or more years,Private for-profit
University of Phoenix-Richmond-Virginia Beach Campus,2011,2129,19,592,Four or more years,Private for-profit
University of Phoenix-Richmond-Virginia Beach Campus,2013,2276,43,706,Four or more years,Private for-profit
University of Phoenix-Sacramento Valley Campus,2006,1124,7,4571,Four or more years,Private for-profit
University of Phoenix-Sacramento Valley Campus,2007,746,10,4065,Four or more years,Private for-profit
University of Phoenix-Sacramento Valley Campus,2008,1335,13,3933,Four or more years,Private for-profit
University of Phoenix-Sacramento Valley Campus,2009,1174,14,3844,Four or more years,Private for-profit
University of Phoenix-Sacramento Valley Campus,2010,1775,13,3951,Four or more years,Private for-profit
University of Phoenix-Sacramento Valley Campus,2011,2037,659,4153,Four or more years,Private for-profit
University of Phoenix-Sacramento Valley Campus,2013,2389,481,3421,Four or more years,Private for-profit
University of Phoenix-San Antonio Campus,2006,823,,742,Four or more years,Private for-profit
University of Phoenix-San Antonio Campus,2007,532,,807,Four or more years,Private for-profit
University of Phoenix-San Antonio Campus,2008,950,,799,Four or more years,Private for-profit
University of Phoenix-San Antonio Campus,2009,856,,942,Four or more years,Private for-profit
University of Phoenix-San Antonio Campus,2010,1456,10,993,Four or more years,Private for-profit
University of Phoenix-San Antonio Campus,2011,1674,135,1214,Four or more years,Private for-profit
University of Phoenix-San Antonio Campus,2013,1933,115,1048,Four or more years,Private for-profit
University of Phoenix-San Diego Campus,2006,1175,5,3771,Four or more years,Private for-profit
University of Phoenix-San Diego Campus,2007,826,8,3102,Four or more years,Private for-profit
University of Phoenix-San Diego Campus,2008,1568,10,3367,Four or more years,Private for-profit
University of Phoenix-San Diego Campus,2009,1276,8,4139,Four or more years,Private for-profit
University of Phoenix-San Diego Campus,2010,1690,10,5491,Four or more years,Private for-profit
University of Phoenix-San Diego Campus,2011,1805,674,6686,Four or more years,Private for-profit
University of Phoenix-San Diego Campus,2013,1974,861,6122,Four or more years,Private for-profit
University of Phoenix-Savannah Campus,2006,1191,,336,Four or more years,Private for-profit
University of Phoenix-Savannah Campus,2007,621,,518,Four or more years,Private for-profit
University of Phoenix-Savannah Campus,2008,933,,585,Four or more years,Private for-profit
University of Phoenix-Savannah Campus,2009,906,,802,Four or more years,Private for-profit
University of Phoenix-Savannah Campus,2010,1390,,865,Four or more years,Private for-profit
University of Phoenix-Savannah Campus,2011,1573,61,681,Four or more years,Private for-profit
University of Phoenix-Savannah Campus,2013,2405,65,391,Four or more years,Private for-profit
University of Phoenix-Shreveport-Bossier Campus,2006,0,,,Four or more years,Private for-profit
University of Phoenix-Shreveport-Bossier Campus,2007,0,,,Four or more years,Private for-profit
University of Phoenix-Shreveport-Bossier Campus,2008,0,,,Four or more years,Private for-profit
University of Phoenix-Shreveport-Bossier Campus,2009,0,,,Four or more years,Private for-profit
University of Phoenix-Shreveport-Bossier Campus,2010,0,,,Four or more years,Private for-profit
University of Phoenix-Shreveport-Bossier Campus,2011,0,0,342,Four or more years,Private for-profit
University of Phoenix-Shreveport-Bossier Campus,2013,2226,25,136,Four or more years,Private for-profit
University of Phoenix-South Florida Campus,2006,770,11,3114,Four or more years,Private for-profit
University of Phoenix-South Florida Campus,2007,629,13,2724,Four or more years,Private for-profit
University of Phoenix-South Florida Campus,2008,999,21,2560,Four or more years,Private for-profit
University of Phoenix-South Florida Campus,2009,1020,17,2431,Four or more years,Private for-profit
University of Phoenix-South Florida Campus,2010,1539,21,2208,Four or more years,Private for-profit
University of Phoenix-South Florida Campus,2011,1787,349,2249,Four or more years,Private for-profit
University of Phoenix-South Florida Campus,2013,2161,250,1364,Four or more years,Private for-profit
University of Phoenix-Southern Arizona Campus,2006,1446,12,2831,Four or more years,Private for-profit
University of Phoenix-Southern Arizona Campus,2007,948,5,2287,Four or more years,Private for-profit
University of Phoenix-Southern Arizona Campus,2008,1604,18,2325,Four or more years,Private for-profit
University of Phoenix-Southern Arizona Campus,2009,1195,12,2465,Four or more years,Private for-profit
University of Phoenix-Southern Arizona Campus,2010,1629,20,2275,Four or more years,Private for-profit
University of Phoenix-Southern Arizona Campus,2011,1817,376,2316,Four or more years,Private for-profit
University of Phoenix-Southern Arizona Campus,2013,2260,270,1849,Four or more years,Private for-profit
University of Phoenix-Southern California Campus,2006,1110,10,14739,Four or more years,Private for-profit
University of Phoenix-Southern California Campus,2007,674,9,12084,Four or more years,Private for-profit
University of Phoenix-Southern California Campus,2008,1166,11,12339,Four or more years,Private for-profit
University of Phoenix-Southern California Campus,2009,1043,11,11658,Four or more years,Private for-profit
University of Phoenix-Southern California Campus,2010,1536,15,10701,Four or more years,Private for-profit
University of Phoenix-Southern California Campus,2011,1786,2078,10996,Four or more years,Private for-profit
University of Phoenix-Southern California Campus,2013,2087,1714,9954,Four or more years,Private for-profit
University of Phoenix-Southern Colorado Campus,2006,1297,14,1079,Four or more years,Private for-profit
University of Phoenix-Southern Colorado Campus,2007,771,4,754,Four or more years,Private for-profit
University of Phoenix-Southern Colorado Campus,2008,1315,12,594,Four or more years,Private for-profit
University of Phoenix-Southern Colorado Campus,2009,1368,14,697,Four or more years,Private for-profit
University of Phoenix-Southern Colorado Campus,2010,1805,17,727,Four or more years,Private for-profit
University of Phoenix-Southern Colorado Campus,2011,1974,86,750,Four or more years,Private for-profit
University of Phoenix-Southern Colorado Campus,2013,2086,76,632,Four or more years,Private for-profit
University of Phoenix-Springfield  Campus,2006,1089,,303,Four or more years,Private for-profit
University of Phoenix-Springfield  Campus,2007,749,,164,Four or more years,Private for-profit
University of Phoenix-Springfield  Campus,2008,1494,,125,Four or more years,Private for-profit
University of Phoenix-Springfield  Campus,2009,1339,,213,Four or more years,Private for-profit
University of Phoenix-Springfield  Campus,2010,2365,10,150,Four or more years,Private for-profit
University of Phoenix-Springfield  Campus,2011,2659,13,155,Four or more years,Private for-profit
University of Phoenix-Springfield  Campus,2013,2662,7,58,Four or more years,Private for-profit
University of Phoenix-St Louis Campus,2006,908,3,959,Four or more years,Private for-profit
University of Phoenix-St Louis Campus,2007,698,4,571,Four or more years,Private for-profit
University of Phoenix-St Louis Campus,2008,1160,6,460,Four or more years,Private for-profit
University of Phoenix-St Louis Campus,2009,1199,7,605,Four or more years,Private for-profit
University of Phoenix-St Louis Campus,2010,1689,6,778,Four or more years,Private for-profit
University of Phoenix-St Louis Campus,2011,1931,65,840,Four or more years,Private for-profit
University of Phoenix-St Louis Campus,2013,2412,20,575,Four or more years,Private for-profit
University of Phoenix-Tulsa Campus,2006,970,19,1142,Four or more years,Private for-profit
University of Phoenix-Tulsa Campus,2007,729,12,1016,Four or more years,Private for-profit
University of Phoenix-Tulsa Campus,2008,1127,23,826,Four or more years,Private for-profit
University of Phoenix-Tulsa Campus,2009,1081,15,798,Four or more years,Private for-profit
University of Phoenix-Tulsa Campus,2010,1760,14,770,Four or more years,Private for-profit
University of Phoenix-Tulsa Campus,2011,1866,114,679,Four or more years,Private for-profit
University of Phoenix-Tulsa Campus,2013,2369,64,434,Four or more years,Private for-profit
University of Phoenix-Utah Campus,2006,1023,12,3979,Four or more years,Private for-profit
University of Phoenix-Utah Campus,2007,793,17,3678,Four or more years,Private for-profit
University of Phoenix-Utah Campus,2008,1309,19,3396,Four or more years,Private for-profit
University of Phoenix-Utah Campus,2009,1337,24,3097,Four or more years,Private for-profit
University of Phoenix-Utah Campus,2010,1870,19,2637,Four or more years,Private for-profit
University of Phoenix-Utah Campus,2011,1987,444,2430,Four or more years,Private for-profit
University of Phoenix-Utah Campus,2013,2514,261,1703,Four or more years,Private for-profit
University of Phoenix-Washington DC Campus,2006,0,,,Four or more years,Private for-profit
University of Phoenix-Washington DC Campus,2007,0,,13,Four or more years,Private for-profit
University of Phoenix-Washington DC Campus,2008,1980,,27,Four or more years,Private for-profit
University of Phoenix-Washington DC Campus,2009,2104,,167,Four or more years,Private for-profit
University of Phoenix-Washington DC Campus,2010,3085,,120,Four or more years,Private for-profit
University of Phoenix-Washington DC Campus,2011,3016,1,173,Four or more years,Private for-profit
University of Phoenix-Washington DC Campus,2013,2422,3,313,Four or more years,Private for-profit
University of Phoenix-West Florida Campus,2006,855,10,2646,Four or more years,Private for-profit
University of Phoenix-West Florida Campus,2007,805,14,1612,Four or more years,Private for-profit
University of Phoenix-West Florida Campus,2008,1242,21,983,Four or more years,Private for-profit
University of Phoenix-West Florida Campus,2009,1180,15,849,Four or more years,Private for-profit
University of Phoenix-West Florida Campus,2010,1856,16,1012,Four or more years,Private for-profit
University of Phoenix-West Florida Campus,2011,2069,192,1001,Four or more years,Private for-profit
University of Phoenix-West Florida Campus,2013,1965,93,718,Four or more years,Private for-profit
University of Phoenix-West Michigan Campus,2006,1347,12,976,Four or more years,Private for-profit
University of Phoenix-West Michigan Campus,2007,956,3,701,Four or more years,Private for-profit
University of Phoenix-West Michigan Campus,2008,1682,8,549,Four or more years,Private for-profit
University of Phoenix-West Michigan Campus,2009,1421,10,605,Four or more years,Private for-profit
University of Phoenix-West Michigan Campus,2010,2131,10,717,Four or more years,Private for-profit
University of Phoenix-West Michigan Campus,2011,2538,74,781,Four or more years,Private for-profit
University of Phoenix-West Michigan Campus,2013,3083,30,306,Four or more years,Private for-profit
University of Phoenix-Western Washington Campus,2006,968,11,1744,Four or more years,Private for-profit
University of Phoenix-Western Washington Campus,2007,803,9,1035,Four or more years,Private for-profit
University of Phoenix-Western Washington Campus,2008,1243,12,802,Four or more years,Private for-profit
University of Phoenix-Western Washington Campus,2009,1284,15,685,Four or more years,Private for-profit
University of Phoenix-Western Washington Campus,2010,1765,13,868,Four or more years,Private for-profit
University of Phoenix-Western Washington Campus,2011,1919,133,838,Four or more years,Private for-profit
University of Phoenix-Western Washington Campus,2013,2312,46,642,Four or more years,Private for-profit
University of Phoenix-Wichita Campus,2006,1354,,398,Four or more years,Private for-profit
University of Phoenix-Wichita Campus,2007,774,,320,Four or more years,Private for-profit
University of Phoenix-Wichita Campus,2008,1512,4,143,Four or more years,Private for-profit
University of Phoenix-Wichita Campus,2009,2455,5,71,Four or more years,Private for-profit
University of Phoenix-Wichita Campus,2010,3518,7,111,Four or more years,Private for-profit
University of Phoenix-Wichita Campus,2011,2733,27,180,Four or more years,Private for-profit
University of Phoenix-Wichita Campus,2013,2587,6,67,Four or more years,Private for-profit
University of Richmond,2006,12810,83,3986,Four or more years,Private not-for-profit
University of Richmond,2007,14073,86,3852,Four or more years,Private not-for-profit
University of Richmond,2008,14852,87,3774,Four or more years,Private not-for-profit
University of Richmond,2009,15571,86,3882,Four or more years,Private not-for-profit
University of Richmond,2010,15485,87,3955,Four or more years,Private not-for-profit
University of Richmond,2011,15697,862,3906,Four or more years,Private not-for-profit
University of Richmond,2012,10288,780,3931,Four or more years,Private not-for-profit
University of Richmond,2013,18204,929,3780,Four or more years,Private not-for-profit
University of the Potomac-VA Campus,2006,3089,,36,Four or more years,Private for-profit
University of the Potomac-VA Campus,2007,3735,,39,Four or more years,Private for-profit
University of the Potomac-VA Campus,2008,1577,0,113,Four or more years,Private for-profit
University of the Potomac-VA Campus,2009,5074,,50,Four or more years,Private for-profit
University of the Potomac-VA Campus,2010,2258,,29,Four or more years,Private for-profit
University of the Potomac-VA Campus,2011,4204,9,27,Four or more years,Private for-profit
University of the Potomac-VA Campus,2012,1008,6,19,At least 2 but less than 4 years,Private for-profit
University of the Potomac-VA Campus,2013,16195,6,35,Four or more years,Private for-profit
University of Virginia-Main Campus,2006,10588,92,21503,Four or more years,Public
University of Virginia-Main Campus,2007,11039,93,21889,Four or more years,Public
University of Virginia-Main Campus,2008,12293,93,22123,Four or more years,Public
University of Virginia-Main Campus,2009,12479,93,22153,Four or more years,Public
University of Virginia-Main Campus,2010,14682,93,22195,Four or more years,Public
University of Virginia-Main Campus,2011,15460,3637,22199,Four or more years,Public
University of Virginia-Main Campus,2012,11767,3726,22079,Four or more years,Public
University of Virginia-Main Campus,2013,16577,3738,21988,Four or more years,Public
Urshan Graduate School of Theology,2006,0,,,Four or more years,Private not-for-profit
Urshan Graduate School of Theology,2007,0,,,Four or more years,Private not-for-profit
Urshan Graduate School of Theology,2008,0,,,Four or more years,Private not-for-profit
Urshan Graduate School of Theology,2009,17905,,38,Four or more years,Private not-for-profit
Urshan Graduate School of Theology,2010,9605,,36,Four or more years,Private not-for-profit
Urshan Graduate School of Theology,2011,8982,0,33,Four or more years,Private not-for-profit
Urshan Graduate School of Theology,2012,6879,0,38,Four or more years,Private not-for-profit
Urshan Graduate School of Theology,2013,7789,0,32,Four or more years,Private not-for-profit
Utah College of Massage Therapy-Phoenix,2006,0,,,Less than 2 years (below associate),Private for-profit
Utah College of Massage Therapy-Phoenix,2007,0,,,Less than 2 years (below associate),Private for-profit
Utah College of Massage Therapy-Phoenix,2008,0,,,Less than 2 years (below associate),Private for-profit
Utah College of Massage Therapy-Phoenix,2009,0,,,Less than 2 years (below associate),Private for-profit
Utah College of Massage Therapy-Phoenix,2010,0,,,Less than 2 years (below associate),Private for-profit
Utah College of Massage Therapy-Phoenix,2011,4979,,358,Less than 2 years (below associate),Private for-profit
Utah College of Massage Therapy-Phoenix,2012,1219,,293,Less than 2 years (below associate),Private for-profit
Utah College of Massage Therapy-Phoenix,2013,3680,,326,Less than 2 years (below associate),Private for-profit
Utah College of Massage Therapy-Tempe,2006,0,,,Less than 2 years (below associate),Private for-profit
Utah College of Massage Therapy-Tempe,2007,0,,,Less than 2 years (below associate),Private for-profit
Utah College of Massage Therapy-Tempe,2008,0,,,Less than 2 years (below associate),Private for-profit
Utah College of Massage Therapy-Tempe,2009,0,,,Less than 2 years (below associate),Private for-profit
Utah College of Massage Therapy-Tempe,2010,0,,,Less than 2 years (below associate),Private for-profit
Utah College of Massage Therapy-Tempe,2011,3967,,298,Less than 2 years (below associate),Private for-profit
Utah College of Massage Therapy-Tempe,2012,6429,,242,Less than 2 years (below associate),Private for-profit
Utah College of Massage Therapy-Tempe,2013,2660,,241,Less than 2 years (below associate),Private for-profit
Vatterott College-Berkeley,2006,0,,616,Four or more years,Private for-profit
Vatterott College-Berkeley,2007,31817,63,664,Four or more years,Private for-profit
Vatterott College-Berkeley,2008,29005,,755,Four or more years,Private for-profit
Vatterott College-Berkeley,2009,2312,,1707,Four or more years,Private for-profit
Vatterott College-Berkeley,2010,2132,,1848,Four or more years,Private for-profit
Vatterott College-Berkeley,2011,2431,6,1509,Four or more years,Private for-profit
Vatterott College-Berkeley,2012,3954,7,1344,Four or more years,Private for-profit
Vatterott College-Berkeley,2013,1191,12,1344,Four or more years,Private for-profit
Vatterott College-ex'treme Institute by Nelly-St Louis,2006,0,,,At least 2 but less than 4 years,Private for-profit
Vatterott College-ex'treme Institute by Nelly-St Louis,2007,0,,,At least 2 but less than 4 years,Private for-profit
Vatterott College-ex'treme Institute by Nelly-St Louis,2008,0,,,At least 2 but less than 4 years,Private for-profit
Vatterott College-ex'treme Institute by Nelly-St Louis,2009,0,,,At least 2 but less than 4 years,Private for-profit
Vatterott College-ex'treme Institute by Nelly-St Louis,2010,0,,,At least 2 but less than 4 years,Private for-profit
Vatterott College-ex'treme Institute by Nelly-St Louis,2013,777,,402,At least 2 but less than 4 years,Private for-profit
