name,year,expenses,degree,enrollment,level,control
East Valley Institute of Technology,2009,895,,170,Less than 2 years (below associate),Public
East Valley Institute of Technology,2010,2561,,123,Less than 2 years (below associate),Public
East Valley Institute of Technology,2011,2753,,262,Less than 2 years (below associate),Public
East Valley Institute of Technology,2012,8370,,198,Four or more years,Private for-profit
East Valley Institute of Technology,2013,1514,,221,Less than 2 years (below associate),Public
Eastern Arizona College,2006,3314,,2906,At least 2 but less than 4 years,Public
Eastern Arizona College,2007,3683,,2738,At least 2 but less than 4 years,Public
Eastern Arizona College,2008,4145,,3388,At least 2 but less than 4 years,Public
Eastern Arizona College,2009,4023,,3949,At least 2 but less than 4 years,Public
Eastern Arizona College,2010,3865,,3864,At least 2 but less than 4 years,Public
Eastern Arizona College,2011,4523,,3780,At least 2 but less than 4 years,Public
Eastern Arizona College,2012,5000,,3629,At least 2 but less than 4 years,Public
Eastern Arizona College,2013,5140,,3514,At least 2 but less than 4 years,Public
Eastern Idaho Technical College,2006,6743,,458,At least 2 but less than 4 years,Public
Eastern Idaho Technical College,2007,7418,,397,At least 2 but less than 4 years,Public
Eastern Idaho Technical College,2008,8713,,454,At least 2 but less than 4 years,Public
Eastern Idaho Technical College,2009,8642,,513,At least 2 but less than 4 years,Public
Eastern Idaho Technical College,2010,9855,,514,At least 2 but less than 4 years,Public
Eastern Idaho Technical College,2011,10131,,483,At least 2 but less than 4 years,Public
Eastern Idaho Technical College,2012,6442,,420,At least 2 but less than 4 years,Public
Eastern Idaho Technical College,2013,11617,,439,At least 2 but less than 4 years,Public
Eastern Mennonite University,2006,9265,61,1203,Four or more years,Private not-for-profit
Eastern Mennonite University,2007,9459,70,1138,Four or more years,Private not-for-profit
Eastern Mennonite University,2008,9527,64,1193,Four or more years,Private not-for-profit
Eastern Mennonite University,2009,10331,61,1274,Four or more years,Private not-for-profit
Eastern Mennonite University,2010,10306,57,1291,Four or more years,Private not-for-profit
Eastern Mennonite University,2011,11162,326,1273,Four or more years,Private not-for-profit
Eastern Mennonite University,2012,10412,279,1316,Four or more years,Private not-for-profit
Eastern Mennonite University,2013,11464,308,1401,Four or more years,Private not-for-profit
Eastern Shore Community College,2006,6046,,472,At least 2 but less than 4 years,Public
Eastern Shore Community College,2007,6144,,502,At least 2 but less than 4 years,Public
Eastern Shore Community College,2008,5767,,502,At least 2 but less than 4 years,Public
Eastern Shore Community College,2009,5807,,565,At least 2 but less than 4 years,Public
Eastern Shore Community College,2010,6316,,620,At least 2 but less than 4 years,Public
Eastern Shore Community College,2011,6115,,592,At least 2 but less than 4 years,Public
Eastern Shore Community College,2012,11745,,539,At least 2 but less than 4 years,Public
Eastern Shore Community College,2013,6389,,463,At least 2 but less than 4 years,Public
Eastern Virginia Medical School,2006,0,,754,Four or more years,Public
Eastern Virginia Medical School,2007,0,,710,Four or more years,Public
Eastern Virginia Medical School,2008,0,,738,Four or more years,Public
Eastern Virginia Medical School,2009,0,,753,Four or more years,Public
Eastern Virginia Medical School,2010,0,,722,Four or more years,Public
Eastern Virginia Medical School,2011,0,0,886,Four or more years,Public
Eastern Virginia Medical School,2012,5180,0,918,Four or more years,Public
Eastern Virginia Medical School,2013,0,0,983,Four or more years,Public
eClips School of Cosmetology and Barbering,2006,111,,13,Less than 2 years (below associate),Private for-profit
eClips School of Cosmetology and Barbering,2007,1325,,16,Less than 2 years (below associate),Private for-profit
eClips School of Cosmetology and Barbering,2008,2457,,53,Less than 2 years (below associate),Private for-profit
eClips School of Cosmetology and Barbering,2009,2325,,68,Less than 2 years (below associate),Private for-profit
eClips School of Cosmetology and Barbering,2010,2303,,60,Less than 2 years (below associate),Private for-profit
eClips School of Cosmetology and Barbering,2011,3667,,57,Less than 2 years (below associate),Private for-profit
eClips School of Cosmetology and Barbering,2012,2625,,52,Four or more years,Private for-profit
eClips School of Cosmetology and Barbering,2013,5266,,114,Less than 2 years (below associate),Private for-profit
ECPI University,2006,3724,,6689,Four or more years,Private for-profit
ECPI University,2007,3314,,7817,Four or more years,Private for-profit
ECPI University,2008,3394,,8208,Four or more years,Private for-profit
ECPI University,2009,3677,,12160,Four or more years,Private for-profit
ECPI University,2010,3412,46,12695,Four or more years,Private for-profit
ECPI University,2011,4695,708,10677,Four or more years,Private for-profit
ECPI University,2012,1202,1127,9776,Four or more years,Private for-profit
ECPI University,2013,7501,1273,10504,Four or more years,Private for-profit
Eden Theological Seminary,2006,13025,,162,Four or more years,Private not-for-profit
Eden Theological Seminary,2007,18422,,166,Four or more years,Private not-for-profit
Eden Theological Seminary,2008,18409,,168,Four or more years,Private not-for-profit
Eden Theological Seminary,2009,12917,,157,Four or more years,Private not-for-profit
Eden Theological Seminary,2010,16478,,150,Four or more years,Private not-for-profit
Eden Theological Seminary,2011,17832,0,136,Four or more years,Private not-for-profit
Eden Theological Seminary,2012,3791,0,121,Four or more years,Private not-for-profit
Eden Theological Seminary,2013,18252,0,126,Four or more years,Private not-for-profit
Edward Via College of Osteopathic Medicine,2006,19789,,607,Four or more years,Private not-for-profit
Edward Via College of Osteopathic Medicine,2007,18602,,645,Four or more years,Private not-for-profit
Edward Via College of Osteopathic Medicine,2008,17483,,676,Four or more years,Private not-for-profit
Edward Via College of Osteopathic Medicine,2009,15641,,739,Four or more years,Private not-for-profit
Edward Via College of Osteopathic Medicine,2010,4765,,759,Four or more years,Private not-for-profit
Edward Via College of Osteopathic Medicine,2011,18333,0,964,Four or more years,Private not-for-profit
Edward Via College of Osteopathic Medicine,2012,2412,0,1144,Four or more years,Private for-profit
Edward Via College of Osteopathic Medicine,2013,17470,0,1278,Four or more years,Private not-for-profit
Elaine Steven Beauty College,2006,435,,201,Less than 2 years (below associate),Private for-profit
Elaine Steven Beauty College,2007,619,,156,Less than 2 years (below associate),Private for-profit
Elaine Steven Beauty College,2008,943,,176,Less than 2 years (below associate),Private for-profit
Elaine Steven Beauty College,2009,1098,,237,Less than 2 years (below associate),Private for-profit
Elaine Steven Beauty College,2010,1836,,221,Less than 2 years (below associate),Private for-profit
Elaine Steven Beauty College,2011,2349,,180,Less than 2 years (below associate),Private for-profit
Elaine Steven Beauty College,2012,17524,,189,Less than 2 years (below associate),Private for-profit
Elaine Steven Beauty College,2013,2628,,164,Less than 2 years (below associate),Private for-profit
Eldon Career Center,2006,25319,,17,Less than 2 years (below associate),Public
Eldon Career Center,2007,27101,,13,Less than 2 years (below associate),Public
Eldon Career Center,2008,0,,17,Less than 2 years (below associate),Public
Eldon Career Center,2009,10749,,17,Less than 2 years (below associate),Public
Eldon Career Center,2010,12388,,33,Less than 2 years (below associate),Public
Eldon Career Center,2011,6768,,29,Less than 2 years (below associate),Public
Eldon Career Center,2012,4115,,25,Less than 2 years (below associate),Public
Eldon Career Center,2013,12525,,21,Less than 2 years (below associate),Public
Embry-Riddle Aeronautical University-Prescott,2006,16548,57,1568,Four or more years,Private not-for-profit
Embry-Riddle Aeronautical University-Prescott,2007,16296,51,1622,Four or more years,Private not-for-profit
Embry-Riddle Aeronautical University-Prescott,2008,16699,56,1629,Four or more years,Private not-for-profit
Embry-Riddle Aeronautical University-Prescott,2009,17169,55,1591,Four or more years,Private not-for-profit
Embry-Riddle Aeronautical University-Prescott,2010,16760,60,1631,Four or more years,Private not-for-profit
Embry-Riddle Aeronautical University-Prescott,2011,16502,347,1654,Four or more years,Private not-for-profit
Embry-Riddle Aeronautical University-Prescott,2012,17399,349,1655,Four or more years,Private not-for-profit
Embry-Riddle Aeronautical University-Prescott,2013,18433,322,1839,Four or more years,Private not-for-profit
Emory & Henry College,2006,7087,58,987,Four or more years,Private not-for-profit
Emory & Henry College,2007,8167,54,964,Four or more years,Private not-for-profit
Emory & Henry College,2008,8993,55,956,Four or more years,Private not-for-profit
Emory & Henry College,2009,10157,57,947,Four or more years,Private not-for-profit
Emory & Henry College,2010,9797,57,938,Four or more years,Private not-for-profit
Emory & Henry College,2011,9840,168,949,Four or more years,Private not-for-profit
Emory & Henry College,2012,668,148,917,Four or more years,Private not-for-profit
Emory & Henry College,2013,10417,165,919,Four or more years,Private not-for-profit
Empire Beauty School-Avondale,2006,3029,,58,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Avondale,2007,9640,,30,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Avondale,2008,13472,,153,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Avondale,2009,5270,,187,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Avondale,2010,6198,,167,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Avondale,2011,3731,,233,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Avondale,2012,2342,,223,Four or more years,Private for-profit
Empire Beauty School-Avondale,2013,5911,,210,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Chandler,2006,3883,,182,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Chandler,2007,5302,,111,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Chandler,2008,7785,,101,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Chandler,2009,6597,,105,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Chandler,2010,7738,,104,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Chandler,2011,4538,,167,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Chandler,2012,6965,,102,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Chandler,2013,7486,,97,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Flagstaff,2006,4330,,55,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Flagstaff,2007,5965,,48,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Flagstaff,2008,7270,,42,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Flagstaff,2009,6420,,59,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Flagstaff,2010,8215,,31,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Flagstaff,2011,5763,,53,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Flagstaff,2012,6737,,59,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Flagstaff,2013,6952,,53,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Midlothian,2006,4438,,51,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Midlothian,2007,8159,,64,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Midlothian,2008,7269,,72,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Midlothian,2009,3795,,74,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Midlothian,2010,6637,,106,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Midlothian,2011,4300,,109,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Midlothian,2012,1617,,119,Four or more years,Private for-profit
Empire Beauty School-Midlothian,2013,5962,,126,Less than 2 years (below associate),Private for-profit
Empire Beauty School-North Tucson,2006,2844,,179,Less than 2 years (below associate),Private for-profit
Empire Beauty School-North Tucson,2007,5572,,87,Less than 2 years (below associate),Private for-profit
Empire Beauty School-North Tucson,2008,8273,,63,Less than 2 years (below associate),Private for-profit
Empire Beauty School-North Tucson,2009,7953,,74,Less than 2 years (below associate),Private for-profit
Empire Beauty School-North Tucson,2010,7889,,75,Less than 2 years (below associate),Private for-profit
Empire Beauty School-North Tucson,2011,4930,,87,Less than 2 years (below associate),Private for-profit
Empire Beauty School-North Tucson,2012,4321,,51,Four or more years,Private for-profit
Empire Beauty School-North Tucson,2013,15395,,5,Less than 2 years (below associate),Private for-profit
Empire Beauty School-NW Phoenix,2006,3066,,150,Less than 2 years (below associate),Private for-profit
Empire Beauty School-NW Phoenix,2007,5121,,137,Less than 2 years (below associate),Private for-profit
Empire Beauty School-NW Phoenix,2008,7777,,133,Less than 2 years (below associate),Private for-profit
Empire Beauty School-NW Phoenix,2009,6366,,159,Less than 2 years (below associate),Private for-profit
Empire Beauty School-NW Phoenix,2010,7831,,167,Less than 2 years (below associate),Private for-profit
Empire Beauty School-NW Phoenix,2011,4790,,165,Less than 2 years (below associate),Private for-profit
Empire Beauty School-NW Phoenix,2012,2579,,167,Less than 2 years (below associate),Private for-profit
Empire Beauty School-NW Phoenix,2013,7914,,147,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Paradise Valley,2006,3243,,55,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Paradise Valley,2007,10834,,47,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Paradise Valley,2008,9747,,61,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Paradise Valley,2009,8600,,52,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Paradise Valley,2010,10208,,79,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Paradise Valley,2011,5329,,76,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Paradise Valley,2012,11193,,66,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Paradise Valley,2013,11911,,38,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Prescott,2006,3238,,102,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Prescott,2007,5200,,93,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Prescott,2008,6038,,88,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Prescott,2009,5881,,72,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Prescott,2010,6808,,67,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Prescott,2011,3983,,93,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Prescott,2012,3344,,80,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Prescott,2013,7088,,74,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Richmond,2006,0,,,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Richmond,2007,0,,146,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Richmond,2008,6908,,113,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Richmond,2009,2758,,157,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Richmond,2010,5586,,126,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Richmond,2011,3485,,140,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Richmond,2012,2954,,116,Four or more years,Private for-profit
Empire Beauty School-Richmond,2013,7912,,138,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Tucson,2006,3057,,281,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Tucson,2007,5391,,172,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Tucson,2008,6129,,168,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Tucson,2009,6266,,141,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Tucson,2010,7898,,115,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Tucson,2011,4339,,158,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Tucson,2012,7071,,138,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Tucson,2013,6749,,154,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Virginia Beach,2006,0,,,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Virginia Beach,2007,0,,,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Virginia Beach,2008,0,,,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Virginia Beach,2009,0,,,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Virginia Beach,2010,0,,,Less than 2 years (below associate),Private for-profit
Empire Beauty School-Virginia Beach,2012,1488,,52,Four or more years,Private for-profit
Empire Beauty School-Virginia Beach,2013,8281,,154,Less than 2 years (below associate),Private for-profit
Estrella Mountain Community College,2006,2645,,2937,At least 2 but less than 4 years,Public
Estrella Mountain Community College,2007,3227,,3010,At least 2 but less than 4 years,Public
Estrella Mountain Community College,2008,3242,,3218,At least 2 but less than 4 years,Public
Estrella Mountain Community College,2009,3423,,3827,At least 2 but less than 4 years,Public
Estrella Mountain Community College,2010,3727,,4360,At least 2 but less than 4 years,Public
Estrella Mountain Community College,2011,3539,,4411,At least 2 but less than 4 years,Public
Estrella Mountain Community College,2012,2131,,4547,At least 2 but less than 4 years,Public
Estrella Mountain Community College,2013,3901,,4832,At least 2 but less than 4 years,Public
Evangel University,2006,9399,52,1656,Four or more years,Private not-for-profit
Evangel University,2007,7092,44,1566,Four or more years,Private not-for-profit
Evangel University,2008,7942,39,1747,Four or more years,Private not-for-profit
Evangel University,2009,7234,45,1804,Four or more years,Private not-for-profit
Evangel University,2010,6172,50,1849,Four or more years,Private not-for-profit
Evangel University,2011,6473,380,1956,Four or more years,Private not-for-profit
Evangel University,2012,1111,373,1908,Four or more years,Private not-for-profit
Evangel University,2013,6543,379,2097,Four or more years,Private not-for-profit
Evans Hairstyling College-Rexburg,2006,0,,,At least 2 but less than 4 years,Private for-profit
Evans Hairstyling College-Rexburg,2007,0,,,At least 2 but less than 4 years,Private for-profit
Evans Hairstyling College-Rexburg,2008,0,,,At least 2 but less than 4 years,Private for-profit
Evans Hairstyling College-Rexburg,2009,2422,,68,At least 2 but less than 4 years,Private for-profit
Evans Hairstyling College-Rexburg,2010,2710,,72,At least 2 but less than 4 years,Private for-profit
Evans Hairstyling College-Rexburg,2011,3645,,75,At least 2 but less than 4 years,Private for-profit
Evans Hairstyling College-Rexburg,2012,1983,,62,Four or more years,Private for-profit
Evans Hairstyling College-Rexburg,2013,3773,,67,At least 2 but less than 4 years,Private for-profit
Everest College-Chesapeake,2006,3527,,460,At least 2 but less than 4 years,Private for-profit
Everest College-Chesapeake,2007,3703,,178,At least 2 but less than 4 years,Private for-profit
Everest College-Chesapeake,2008,3028,,895,At least 2 but less than 4 years,Private for-profit
Everest College-Chesapeake,2009,3202,,775,At least 2 but less than 4 years,Private for-profit
Everest College-Chesapeake,2010,4690,,894,At least 2 but less than 4 years,Private for-profit
Everest College-Chesapeake,2011,5077,,741,At least 2 but less than 4 years,Private for-profit
Everest College-Chesapeake,2012,10319,,694,Four or more years,Private for-profit
Everest College-Chesapeake,2013,3634,,803,At least 2 but less than 4 years,Private for-profit
Everest College-Earth City,2006,2120,,211,Less than 2 years (below associate),Private for-profit
Everest College-Earth City,2007,4626,,200,Less than 2 years (below associate),Private for-profit
Everest College-Earth City,2008,4024,,370,Less than 2 years (below associate),Private for-profit
Everest College-Earth City,2009,4260,,910,Less than 2 years (below associate),Private for-profit
Everest College-Earth City,2010,6068,,914,Less than 2 years (below associate),Private for-profit
Everest College-Earth City,2011,5828,,555,Less than 2 years (below associate),Private for-profit
Everest College-Earth City,2012,1796,,615,At least 2 but less than 4 years,Private for-profit
Everest College-Earth City,2013,4058,,573,Less than 2 years (below associate),Private for-profit
Everest College-McLean,2006,17883,,293,At least 2 but less than 4 years,Private for-profit
Everest College-McLean,2007,5634,,297,At least 2 but less than 4 years,Private for-profit
Everest College-McLean,2008,4732,,95,At least 2 but less than 4 years,Private for-profit
Everest College-McLean,2009,9706,,393,At least 2 but less than 4 years,Private for-profit
Everest College-McLean,2010,8748,,453,At least 2 but less than 4 years,Private for-profit
Everest College-McLean,2011,7102,,365,At least 2 but less than 4 years,Private for-profit
Everest College-McLean,2012,3498,,298,At least 2 but less than 4 years,Private for-profit
Everest College-McLean,2013,7680,,220,At least 2 but less than 4 years,Private for-profit
Everest College-Mesa,2006,4158,,361,Four or more years,Private for-profit
Everest College-Mesa,2007,5682,,131,Four or more years,Private for-profit
Everest College-Mesa,2008,5254,,116,Four or more years,Private for-profit
Everest College-Mesa,2009,4889,,589,Four or more years,Private for-profit
Everest College-Mesa,2010,6415,,492,Four or more years,Private for-profit
Everest College-Mesa,2011,7080,1,267,Four or more years,Private for-profit
Everest College-Mesa,2012,4568,3,258,Less than 2 years (below associate),Private for-profit
Everest College-Mesa,2013,7204,4,311,Four or more years,Private for-profit
Everest College-Newport News,2006,3434,,484,At least 2 but less than 4 years,Private for-profit
Everest College-Newport News,2007,4023,,123,At least 2 but less than 4 years,Private for-profit
Everest College-Newport News,2008,3916,,136,At least 2 but less than 4 years,Private for-profit
Everest College-Newport News,2009,4285,,697,At least 2 but less than 4 years,Private for-profit
Everest College-Newport News,2010,4668,,532,At least 2 but less than 4 years,Private for-profit
Everest College-Newport News,2011,4139,,356,At least 2 but less than 4 years,Private for-profit
Everest College-Newport News,2012,3650,,304,At least 2 but less than 4 years,Private for-profit
Everest College-Newport News,2013,3948,,476,At least 2 but less than 4 years,Private for-profit
Everest College-Phoenix,2006,3354,,845,Four or more years,Private for-profit
Everest College-Phoenix,2007,4600,,428,Four or more years,Private for-profit
Everest College-Phoenix,2008,3983,0,2623,Four or more years,Private for-profit
Everest College-Phoenix,2009,4750,,4307,Four or more years,Private for-profit
Everest College-Phoenix,2010,7148,28,5012,Four or more years,Private for-profit
Everest College-Phoenix,2011,6060,75,1666,At least 2 but less than 4 years,Private for-profit
Everest College-Phoenix,2012,6720,72,1132,Four or more years,Private for-profit
Everest College-Phoenix,2013,8489,68,1988,Four or more years,Private for-profit
Everest College-Springfield,2006,18880,100,352,Four or more years,Private for-profit
Everest College-Springfield,2007,4714,0,370,Four or more years,Private for-profit
Everest College-Springfield,2008,5983,67,438,Four or more years,Private for-profit
Everest College-Springfield,2009,3866,0,431,Four or more years,Private for-profit
Everest College-Springfield,2010,5228,50,392,Four or more years,Private for-profit
Everest College-Springfield,2011,5467,9,294,Four or more years,Private for-profit
Everest College-Springfield,2012,6593,4,236,Four or more years,Private for-profit
Everest College-Springfield,2013,5955,7,250,Four or more years,Private for-profit
Everest College-Woodbridge,2006,0,,,Less than 2 years (below associate),Private for-profit
Everest College-Woodbridge,2007,0,,,Less than 2 years (below associate),Private for-profit
Everest College-Woodbridge,2008,0,,,Less than 2 years (below associate),Private for-profit
Everest College-Woodbridge,2009,0,,,Less than 2 years (below associate),Private for-profit
Everest College-Woodbridge,2010,0,,,Less than 2 years (below associate),Private for-profit
Everest College-Woodbridge,2012,1431,,163,At least 2 but less than 4 years,Private for-profit
Everest College-Woodbridge,2013,5226,,570,Less than 2 years (below associate),Private for-profit
Ferrum College,2006,5669,29,1042,Four or more years,Private not-for-profit
Ferrum College,2007,6367,35,1218,Four or more years,Private not-for-profit
Ferrum College,2008,6251,31,1382,Four or more years,Private not-for-profit
Ferrum College,2009,5712,36,1401,Four or more years,Private not-for-profit
Ferrum College,2010,5797,31,1468,Four or more years,Private not-for-profit
Ferrum College,2011,5468,192,1502,Four or more years,Private not-for-profit
Ferrum College,2012,6290,180,1496,Four or more years,Private not-for-profit
Ferrum College,2013,6349,217,1500,Four or more years,Private not-for-profit
Fontbonne University,2006,6121,55,2365,Four or more years,Private not-for-profit
Fontbonne University,2007,6376,51,2388,Four or more years,Private not-for-profit
Fontbonne University,2008,6966,55,2369,Four or more years,Private not-for-profit
Fontbonne University,2009,7224,52,2250,Four or more years,Private not-for-profit
Fontbonne University,2010,7031,45,1926,Four or more years,Private not-for-profit
Fontbonne University,2011,8008,437,1733,Four or more years,Private not-for-profit
Fontbonne University,2012,6535,408,1557,Four or more years,Private not-for-profit
Fontbonne University,2013,8770,322,1504,Four or more years,Private not-for-profit
Forest Institute of Professional Psychology,2006,5687,,182,Four or more years,Private not-for-profit
Forest Institute of Professional Psychology,2007,5807,,193,Four or more years,Private not-for-profit
Forest Institute of Professional Psychology,2008,6914,,212,Four or more years,Private not-for-profit
Forest Institute of Professional Psychology,2009,8389,,232,Four or more years,Private not-for-profit
Forest Institute of Professional Psychology,2010,5583,,281,Four or more years,Private not-for-profit
Forest Institute of Professional Psychology,2011,5711,0,280,Four or more years,Private not-for-profit
Forest Institute of Professional Psychology,2012,8746,0,234,Four or more years,Private not-for-profit
Forest Institute of Professional Psychology,2013,5291,0,220,Four or more years,Private not-for-profit
Fortis College-Norfolk,2006,0,,157,At least 2 but less than 4 years,Private for-profit
Fortis College-Norfolk,2007,4748,,270,At least 2 but less than 4 years,Private for-profit
Fortis College-Norfolk,2008,1960,,307,At least 2 but less than 4 years,Private for-profit
Fortis College-Norfolk,2009,4808,,341,At least 2 but less than 4 years,Private for-profit
Fortis College-Norfolk,2010,4953,,465,At least 2 but less than 4 years,Private for-profit
Fortis College-Norfolk,2011,8024,,442,At least 2 but less than 4 years,Private for-profit
Fortis College-Norfolk,2012,5203,,392,At least 2 but less than 4 years,Private for-profit
Fortis College-Norfolk,2013,3982,,291,At least 2 but less than 4 years,Private for-profit
Fortis College-Phoenix,2006,0,,,At least 2 but less than 4 years,Private for-profit
Fortis College-Phoenix,2007,0,,,At least 2 but less than 4 years,Private for-profit
Fortis College-Phoenix,2008,0,,,At least 2 but less than 4 years,Private for-profit
Fortis College-Phoenix,2009,448,,124,At least 2 but less than 4 years,Private for-profit
Fortis College-Phoenix,2010,998,,267,At least 2 but less than 4 years,Private for-profit
Fortis College-Phoenix,2011,8684,,316,At least 2 but less than 4 years,Private for-profit
Fortis College-Phoenix,2012,7785,,260,Less than 2 years (below associate),Private for-profit
Fortis College-Phoenix,2013,3233,,271,At least 2 but less than 4 years,Private for-profit
Fortis College-Richmond,2006,5816,,79,At least 2 but less than 4 years,Private for-profit
Fortis College-Richmond,2007,3686,,147,At least 2 but less than 4 years,Private for-profit
Fortis College-Richmond,2008,1657,,196,At least 2 but less than 4 years,Private for-profit
Fortis College-Richmond,2009,3677,,357,At least 2 but less than 4 years,Private for-profit
Fortis College-Richmond,2010,5241,,447,At least 2 but less than 4 years,Private for-profit
Fortis College-Richmond,2011,8231,,511,At least 2 but less than 4 years,Private for-profit
Fortis College-Richmond,2012,2712,,534,At least 2 but less than 4 years,Private for-profit
Fortis College-Richmond,2013,5894,,457,At least 2 but less than 4 years,Private for-profit
Four Rivers Career Center,2006,45854,,33,Less than 2 years (below associate),Public
Four Rivers Career Center,2007,0,,29,Less than 2 years (below associate),Public
Four Rivers Career Center,2008,41573,,30,Less than 2 years (below associate),Public
Four Rivers Career Center,2009,33318,,35,Less than 2 years (below associate),Public
Four Rivers Career Center,2010,25983,,34,Less than 2 years (below associate),Public
Four Rivers Career Center,2011,34767,,36,Less than 2 years (below associate),Public
Four Rivers Career Center,2012,6205,,36,Less than 2 years (below associate),Public
Four Rivers Career Center,2013,46387,,36,Less than 2 years (below associate),Public
Frank Lloyd Wright School of Architecture,2006,0,,,Four or more years,Private not-for-profit
Frank Lloyd Wright School of Architecture,2007,0,,,Four or more years,Private not-for-profit
Frank Lloyd Wright School of Architecture,2008,0,,,Four or more years,Private not-for-profit
Frank Lloyd Wright School of Architecture,2009,20107,29,30,Four or more years,Private not-for-profit
Frank Lloyd Wright School of Architecture,2010,8083,,29,Four or more years,Private not-for-profit
Frank Lloyd Wright School of Architecture,2011,10899,3,24,Four or more years,Private not-for-profit
Frank Lloyd Wright School of Architecture,2012,12347,2,17,Four or more years,Private not-for-profit
Frank Lloyd Wright School of Architecture,2013,10874,5,10,Four or more years,Private not-for-profit
Franklin Technology-MSSU,2006,5638,,234,Less than 2 years (below associate),Public
Franklin Technology-MSSU,2007,5243,,240,Less than 2 years (below associate),Public
Franklin Technology-MSSU,2008,5053,,217,Less than 2 years (below associate),Public
Franklin Technology-MSSU,2009,6329,,226,Less than 2 years (below associate),Public
Franklin Technology-MSSU,2010,6201,,215,Less than 2 years (below associate),Public
Franklin Technology-MSSU,2011,5831,,185,Less than 2 years (below associate),Public
Franklin Technology-MSSU,2012,3691,,209,Four or more years,Private for-profit
Franklin Technology-MSSU,2013,6550,,189,Less than 2 years (below associate),Public
Gateway Community College,2006,4694,,3258,At least 2 but less than 4 years,Public
GateWay Community College,2006,3756,,3245,At least 2 but less than 4 years,Public
Gateway Community College,2007,4826,,3455,At least 2 but less than 4 years,Public
GateWay Community College,2007,3851,,3065,At least 2 but less than 4 years,Public
Gateway Community College,2008,5061,,3734,At least 2 but less than 4 years,Public
GateWay Community College,2008,4265,,2958,At least 2 but less than 4 years,Public
Gateway Community College,2009,5339,,3942,At least 2 but less than 4 years,Public
